status_type,year_born,gender,native_province,corruption_location,local_official,rankErin,sentence_details,economic_problem,corrupted_amount,sector,connections_with_tigers
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,7,NA,Yes,NA,social service,No
Fly,1960-1969,Female,Zhejiang,Yunnan,No,5,5-10 years imprisonment,NA,NA,finance,No
Fly,1960-1969,Male,Hainan,Hainan,Yes,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Heilongjiang,Guangdong,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Zhejiang,Guangdong,No,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Jiangxi,Heilongjiang,No,6,NA,Yes,NA,finance,No
Fly,1950-1959,Male,Gansu,Gansu,Yes,5,Life imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1950-1959,Male,Hebei,Henan,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Chongqing,Chongqing,Yes,6,NA,No,NA,social service,No
Tiger,1940-1949,Male,Hunan,Hunan,Yes,4,NA,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1950-1959,Male,Guangdong,Heilongjiang,No,5,NA,No,NA,CEHS,No
Fly,1960-1969,Male,Zhejiang,Jiangxi,No,7,NA,No,NA,social service,No
Fly,1950-1959,Male,Jiangsu,Jiangsu,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1950-1959,Female,Chongqing,Chongqing,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Female,Guangdong,Shanxi,No,5,NA,NA,NA,finance,No
Tiger,1950-1959,Male,Hebei,Beijing,No,4,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,Yes
Tiger,1950-1959,Male,Guangdong,Beijing,No,4,NA,Yes,"10,000,000-50,000,000",mining,Yes
Fly,1950-1959,Male,Guangdong,Fujian,No,6,NA,NA,NA,CEHS,No
Tiger,1950-1959,Male,Shanxi,Hunan,No,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,9,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,7,NA,NA,NA,social service,No
Fly,1940-1949,Male,Tianjin,Tianjin,Yes,5,NA,No,NA,real estate,No
Fly,1940-1949,Male,Liaoning,Tianjin,No,6,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Jiangsu,Jiangsu,Yes,4,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Tiger,1950-1959,Male,Hebei,Beijing,No,4,NA,Yes,NA,social service,Yes
Fly,1950-1959,Male,Zhejiang,Guangdong,No,5,NA,Yes,"10,000,000-50,000,000",technology,No
Fly,1940-1949,Male,Hebei,Shanghai,No,8,NA,Yes,NA,manufacturing,No
Fly,1960-1969,Male,Gansu,Guangdong,No,5,NA,No,NA,finance,No
Fly,1950-1959,Male,Anhui,Beijing,No,6,NA,No,NA,CEHS,No
Fly,1940-1949,Male,Sichuan,Jilin,No,9,5-10 years imprisonment,NA,NA,technology,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Anhui,Anhui,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Fujian,Fujian,Yes,6,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Jilin,Jilin,Yes,10,NA,No,NA,social service,No
Fly,1980-1989,Male,Fujian,Guangdong,No,6,5-10 years imprisonment,No,NA,finance,No
Fly,1950-1969,Male,Hunan,Hong Kong,No,5,NA,No,NA,CEHS,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1950-1959,Male,Inner Mongolia,Inner Mongolia,Yes,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Qinghai,Inner Mongolia,No,6,NA,NA,NA,social service,No
Fly,1950-1969,Male,Heilongjiang,Jilin,No,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,6,5-10 years imprisonment,No,NA,technology,No
Fly,1940-1949,Male,Qinghai,Hubei,No,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Zhejiang,Hebei,No,6,NA,No,NA,social service,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,5,5-10 years imprisonment,NA,NA,finance,No
Fly,1950-1959,Male,Zhejiang,Zhejiang,Yes,6,Life imprisonment,Yes,"10,000,000-50,000,000",real estate,No
Tiger,1950-1959,Male,Henan,Gansu,No,4,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jilin,Jilin,Yes,8,NA,NA,NA,social service,No
Fly,1940-1949,Male,Shandong,Guangdong,No,6,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Henan,Hainan,No,6,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,5,5-10 years imprisonment,NA,NA,CEHS,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,5-10 years imprisonment,No,NA,social service,No
Tiger,1960-1969,Male,Jilin,Beijing,No,4,15-20 years imprisonment,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1960-1969,Male,Beijing,Beijing,Yes,9,NA,NA,NA,transport,No
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,6,NA,NA,NA,transport,No
Fly,1980-1989,Male,Gansu,Tianjin,No,6,NA,NA,NA,CEHS,No
Fly,1950-1969,Male,Shaanxi,Jiangsu,No,5,NA,NA,NA,transport,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,5,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Shanxi,Shanxi,Yes,4,10-15 years imprisonment,Yes,"10,000,000-50,000,000",mining,Yes
Fly,1980-1989,Male,Liaoning,Liaoning,Yes,6,5-10 years imprisonment,No,NA,social service,No
Fly,1950-1969,Male,Hunan,Beijing,No,9,NA,NA,NA,social service,No
Fly,1950-1959,Male,Zhejiang,Zhejiang,Yes,5,5-10 years imprisonment,No,NA,social service,No
Fly,1970-1979,Male,Inner Mongolia,Guangdong,No,10,NA,No,NA,finance,No
Fly,1970-1979,Male,Yunnan,Guangdong,No,9,NA,No,NA,finance,No
Fly,1960-1969,Male,Chongqing,Guangdong,No,8,NA,No,NA,finance,No
Fly,1950-1969,Male,Gansu,Guangdong,No,9,5-10 years imprisonment,Yes,NA,finance,No
Fly,1960-1969,Male,Hebei,Hebei,Yes,6,NA,NA,NA,transport,No
Fly,1980-1989,Male,Tibet,Hainan,No,7,15-20 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Anhui,Anhui,Yes,6,Life imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1959,Male,Sichuan,Guangdong,No,5,NA,NA,NA,finance,No
Fly,1950-1959,Male,Tibet,Henan,No,6,NA,NA,NA,CEHS,No
Fly,1940-1949,Male,Guangxi,Tianjin,No,5,NA,No,NA,finance,No
Fly,1940-1949,Male,Qinghai,Tianjin,No,5,NA,No,NA,real estate,No
Fly,1950-1959,Male,Beijing,Hebei,No,5,NA,No,NA,CEHS,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hainan,Hainan,Yes,10,NA,NA,NA,finance,No
Tiger,1960-1969,Male,Yunnan,Yunnan,Yes,4,10-15 years imprisonment,Yes,"10,000,000-50,000,000",mining,Yes
Fly,1960-1969,Male,Sichuan,Liaoning,No,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jilin,Jilin,Yes,6,NA,Yes,"10,000,000-50,000,000",agriculture,No
Fly,1950-1959,Male,Jiangxi,Sichuan,No,9,NA,NA,NA,finance,No
Tiger,1950-1959,Male,Gansu,Gansu,Yes,4,NA,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1970-1979,Male,Guizhou,Beijing,No,10,5-10 years imprisonment,NA,NA,finance,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Tiger,1960-1969,Male,Gansu,Beijing,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Anhui,Beijing,No,5,NA,No,NA,finance,No
Fly,1960-1969,Male,Shanghai,Beijing,No,6,5-10 years imprisonment,NA,NA,finance,No
Fly,1960-1969,Male,Liaoning,Liaoning,Yes,5,NA,NA,NA,social service,No
Tiger,1960-1969,Male,Sichuan,Beijing,No,5,NA,NA,NA,finance,No
Fly,1950-1959,Male,Chongqing,Guizhou,No,6,NA,No,NA,social service,No
Fly,1960-1969,Male,Zhejiang,Zhejiang,Yes,6,NA,No,NA,CEHS,No
Fly,1950-1969,Male,Hainan,Shandong,No,6,NA,NA,NA,technology,No
Fly,1950-1959,Male,Liaoning,Liaoning,Yes,5,5-10 years imprisonment,NA,NA,finance,No
Fly,1950-1959,Male,Jiangxi,Jiangxi,Yes,6,NA,NA,NA,technology,No
Tiger,1950-1959,Male,Henan,Beijing,No,5,NA,No,NA,CEHS,No
Fly,1940-1949,Male,Guizhou,Liaoning,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jiangxi,Jiangxi,Yes,7,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1959,Male,Anhui,Hubei,No,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Tibet,Guangdong,No,5,NA,NA,NA,transport,No
Fly,1970-1979,Male,Qinghai,Guangxi,No,6,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Hainan,Inner Mongolia,No,5,NA,NA,NA,finance,No
Fly,1940-1949,Male,Qinghai,Liaoning,No,6,5-10 years imprisonment,NA,NA,social service,No
Tiger,1940-1949,Male,Henan,Guangdong,No,4,NA,Yes,NA,social service,No
Tiger,1960-1969,Male,Jiangsu,Jiangsu,Yes,4,NA,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1950-1959,Male,Anhui,Liaoning,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Sichuan,Guizhou,No,6,5-10 years imprisonment,No,NA,social service,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,6,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1960-1969,Female,Henan,Henan,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1960-1969,Male,Chongqing,Chongqing,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Anhui,Anhui,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,7,5-10 years imprisonment,NA,NA,social service,No
Fly,1950-1969,Male,Chongqing,Beijing,No,6,NA,No,NA,social service,No
Fly,1970-1979,Male,Henan,Beijing,No,5,5-10 years imprisonment,NA,NA,social service,No
Fly,1970-1979,Male,Guizhou,Beijing,No,9,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1940-1949,Male,Jilin,Beijing,No,5,NA,NA,NA,social service,No
Fly,1950-1959,Male,Liaoning,Liaoning,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1960-1969,Male,Chongqing,Chongqing,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Henan,Henan,Yes,5,NA,No,NA,social service,No
Fly,1940-1949,Male,Liaoning,Liaoning,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Fujian,Fujian,Yes,8,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Yunnan,Shanghai,No,6,NA,No,NA,finance,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,6,1-5 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jiangxi,Jiangxi,Yes,7,NA,NA,NA,social service,No
Fly,1960-1969,Male,Shandong,Shandong,Yes,5,NA,No,NA,manufacturing,No
Tiger,1960-1969,Male,Anhui,Hubei,No,4,NA,No,NA,technology,No
Fly,1950-1959,Male,Shandong,Hubei,No,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jilin,Inner Mongolia,No,6,5-10 years imprisonment,No,NA,social service,No
Fly,1960-1969,Male,Henan,Henan,Yes,7,NA,No,NA,social service,No
Fly,1970-1979,Male,Zhejiang,Beijing,No,8,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1959,Male,Gansu,Xinjiang,No,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,5,NA,NA,NA,CEHS,No
Tiger,1960-1969,Male,Heilongjiang,Heilongjiang,Yes,4,NA,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1960-1969,Female,Hebei,Hebei,Yes,6,NA,No,NA,CEHS,No
Fly,1950-1959,Male,Tianjin,Tianjin,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1980-1989,Male,Guangxi,Guangxi,Yes,5,NA,NA,NA,manufacturing,No
Fly,1950-1959,Male,Shaanxi,Shaanxi,Yes,6,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Tiger,1960-1969,Female,Shanxi,Shanxi,Yes,4,10-15 years imprisonment,Yes,"10,000,000-50,000,000",mining,Yes
Fly,1950-1959,Male,Xinjiang,Xinjiang,Yes,7,NA,NA,NA,social service,No
Tiger,1960-1969,Male,Shanxi,Beijing,No,4,NA,No,NA,finance,No
Fly,1950-1959,Male,Hubei,Beijing,No,5,NA,NA,NA,social service,No
Fly,1950-1969,Male,Shanghai,Beijing,No,9,NA,NA,NA,CEHS,No
Tiger,1950-1959,Male,Shandong,Shandong,Yes,4,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1950-1959,Male,Hunan,Hunan,Yes,6,NA,No,NA,social service,No
Fly,1960-1969,Male,Fujian,Fujian,Yes,5,NA,No,NA,social service,No
Fly,1960-1969,Male,Jiangsu,Shanghai,No,9,NA,No,NA,finance,No
Fly,1970-1979,Male,Ningxia,Liaoning,No,9,NA,NA,NA,finance,No
Fly,1960-1969,Male,Anhui,Beijing,No,5,NA,NA,NA,finance,No
Fly,1950-1969,Male,Sichuan,Beijing,No,8,NA,NA,NA,finance,No
Fly,1960-1969,Male,Jiangsu,Beijing,No,10,5-10 years imprisonment,NA,NA,finance,No
Fly,1940-1949,Female,Shandong,Shandong,Yes,5,NA,Yes,NA,finance,No
Fly,1970-1979,Male,Shanghai,Beijing,No,8,NA,No,NA,real estate,No
Fly,1960-1969,Male,Hunan,Shandong,No,8,NA,Yes,NA,finance,No
Fly,1960-1969,Male,Anhui,Anhui,Yes,6,NA,NA,NA,social service,No
Fly,1970-1979,Male,Fujian,Gansu,No,7,Life imprisonment,Yes,"10,000,000-50,000,000",infrastructure,No
Fly,1980-1989,Male,Shanxi,Hubei,No,6,NA,NA,NA,transport,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,6,5-10 years imprisonment,No,NA,social service,No
Fly,1950-1959,Male,Jiangxi,Jiangxi,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Jiangxi,Jiangxi,Yes,6,5-10 years imprisonment,No,NA,social service,No
Fly,1950-1969,Male,Tianjin,Anhui,No,8,NA,NA,NA,social service,No
Fly,1960-1969,Male,Shandong,Beijing,No,10,NA,No,NA,CEHS,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,5,NA,NA,NA,technology,No
Fly,1950-1959,Male,Jiangsu,Jiangsu,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,6,NA,No,NA,social service,No
Fly,1950-1969,Male,Jiangxi,Guangdong,No,8,5-10 years imprisonment,NA,NA,finance,No
Fly,1960-1969,Male,Hainan,Guangdong,No,10,5-10 years imprisonment,NA,NA,finance,No
Fly,1950-1959,Male,Gansu,Gansu,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1960-1969,Male,Jiangxi,Guangdong,No,7,NA,NA,NA,CEHS,No
Tiger,1960-1969,Male,Jiangxi,Tibet,No,4,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1950-1959,Male,Henan,Guangdong,No,7,5-10 years imprisonment,No,NA,social service,No
Fly,1960-1969,Male,Jilin,Tianjin,No,6,5-10 years imprisonment,NA,NA,technology,No
Fly,1960-1969,Male,Zhejiang,Shanghai,No,10,5-10 years imprisonment,NA,NA,finance,No
Fly,1960-1969,Male,Shanghai,Tianjin,No,6,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Hebei,Beijing,No,4,NA,NA,NA,social service,No
Fly,1960-1969,Male,Gansu,Gansu,Yes,6,NA,No,NA,manufacturing,No
Fly,1950-1959,Male,Shanghai,Jiangxi,No,7,NA,No,NA,technology,No
Fly,1950-1959,Male,Shandong,Henan,No,5,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Henan,Tianjin,No,6,NA,NA,NA,CEHS,No
Fly,1940-1949,Male,Jiangsu,Liaoning,No,7,NA,NA,NA,manufacturing,No
Fly,1950-1959,Male,Shanghai,Tianjin,No,6,NA,NA,NA,finance,No
Fly,1950-1959,Male,Shaanxi,Xinjiang,No,5,NA,No,NA,social service,No
Tiger,1940-1949,Male,Shanxi,Chongqing,No,4,NA,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1940-1949,Male,Jiangsu,Hubei,No,9,NA,NA,NA,social service,No
Tiger,1940-1949,Male,Liaoning,Jilin,No,4,Life Imprisonment,Yes,"10,000,000-50,000,000",finance,No
Fly,1960-1969,Male,Zhejiang,Zhejiang,Yes,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Tianjin,Shaanxi,No,8,NA,NA,NA,social service,No
Fly,1960-1969,Male,Inner Mongolia,Shaanxi,No,9,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hunan,Shaanxi,No,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Guizhou,Guizhou,Yes,6,NA,NA,NA,finance,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,6,NA,No,NA,finance,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,6,NA,NA,NA,social service,No
Fly,1940-1949,Male,Anhui,Hubei,No,5,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,5,NA,No,NA,social service,No
Fly,1950-1969,Male,Xinjiang,Shanghai,No,5,NA,NA,NA,social service,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Liaoning,Liaoning,Yes,7,NA,NA,NA,social service,No
Fly,1980-1989,Male,Qinghai,Liaoning,No,6,NA,NA,NA,CEHS,No
Fly,1960-1969,Male,Tianjin,Tianjin,Yes,5,NA,No,NA,social service,No
Fly,1970-1979,Male,Guizhou,Guizhou,Yes,6,NA,NA,NA,infrastructure,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,6,NA,NA,NA,social service,No
Tiger,1950-1959,Male,Shandong,Sichuan,No,3,NA,No,NA,social service,Yes
Tiger,1950-1959,Male,Zhejiang,Zhejiang,Yes,4,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1970-1979,Male,Jiangsu,Hubei,No,9,NA,No,NA,agriculture,No
Fly,1960-1969,Male,Guangxi,Guangxi,Yes,7,5-10 years imprisonment,NA,NA,finance,No
Fly,1960-1969,Male,Sichuan,Chongqing,No,6,NA,NA,NA,manufacturing,No
Tiger,1950-1959,Male,Fujian,Fujian,Yes,4,NA,Yes,"10,000,000-50,000,000",real estate,Yes
Fly,1950-1959,Male,Chongqing,Chongqing,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,NA,No,NA,social service,No
Fly,1980-1989,Male,Hainan,Inner Mongolia,No,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Tianjin,Tianjin,Yes,5,NA,Yes,"10,000,000-50,000,000",real estate,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,6,5-10 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Female,Henan,Guangxi,No,5,5-10 years imprisonment,No,NA,CEHS,No
Fly,1950-1959,Male,Liaoning,Liaoning,Yes,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Henan,Tibet,No,5,NA,No,NA,social service,No
Fly,1950-1959,Male,Henan,Hubei,No,9,NA,NA,NA,social service,No
Fly,1960-1969,Female,Shanxi,Beijing,No,10,NA,NA,NA,technology,Yes
Fly,1960-1969,Male,Hubei,Hubei,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1960-1969,Male,Hebei,Hebei,Yes,9,5-10 years imprisonment,No,NA,social service,No
Fly,1960-1969,Male,Jiangxi,Hainan,No,6,5-10 years imprisonment,No,NA,mining,No
Fly,1960-1969,Male,Qinghai,Qinghai,Yes,5,NA,No,NA,social service,No
Tiger,1960-1969,Male,Liaoning,Beijing,No,5,NA,NA,NA,mining,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,5,NA,NA,NA,mining,No
Tiger,1950-1959,Male,Shanxi,Henan,No,5,NA,No,NA,social service,No
Tiger,1950-1959,Male,Liaoning,Liaoning,Yes,5,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Inner Mongolia,Hubei,No,6,NA,No,NA,technology,No
Fly,1980-1989,Male,Shanxi,Shanxi,Yes,8,NA,No,NA,technology,No
Fly,1960-1969,Male,Henan,Henan,Yes,10,NA,No,NA,social service,No
Fly,1960-1969,Female,Guangdong,Guangdong,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Beijing,Jilin,No,7,NA,NA,NA,CEHS,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,7,NA,Yes,NA,technology,No
Fly,1940-1949,Male,Hebei,Jiangsu,No,6,NA,Yes,NA,mining,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,8,NA,No,NA,social service,No
Fly,1950-1959,Male,Anhui,Guangdong,No,9,NA,No,NA,CEHS,No
Fly,1960-1969,Male,Fujian,Fujian,Yes,7,NA,No,NA,social service,No
Fly,1950-1959,Male,Liaoning,Liaoning,Yes,6,NA,No,NA,social service,No
Fly,1950-1959,Male,Anhui,Anhui,Yes,6,5-10 years imprisonment,NA,NA,social service,No
Fly,1960-1969,Male,Liaoning,Liaoning,Yes,6,NA,NA,NA,social service,No
Fly,1940-1949,Male,Shandong,Hebei,No,9,NA,No,NA,finance,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,9,NA,No,NA,mining,No
Tiger,1960-1969,Male,Inner Mongolia,Hainan,No,4,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,8,NA,No,NA,social service,No
Fly,1960-1969,Male,Henan,Henan,Yes,7,NA,NA,NA,agriculture,No
Fly,1960-1969,Male,Henan,Henan,Yes,5,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Tibet,Beijing,No,6,NA,Yes,"10,000,000-50,000,000",technology,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,6,NA,No,NA,social service,No
Fly,1960-1969,Male,Zhejiang,Hebei,No,6,NA,No,NA,finance,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,9,NA,NA,NA,technology,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,6,NA,No,NA,social service,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,6,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Shanghai,Jilin,No,6,5-10 years imprisonment,No,NA,social service,No
Fly,1960-1969,Male,Fujian,Fujian,Yes,6,NA,No,NA,social service,No
Fly,1960-1969,Male,Shanghai,Inner Mongolia,No,10,NA,NA,NA,social service,No
Fly,1960-1969,Male,Xinjiang,Xinjiang,Yes,9,NA,NA,NA,social service,No
Fly,1950-1959,Male,Henan,Yunnan,No,9,NA,No,NA,CEHS,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,10,NA,No,NA,technology,No
Fly,1940-1949,Male,Henan,Jilin,No,6,NA,Yes,"10,000,000-50,000,000",social service,No
Fly,1960-1969,Male,Guangxi,Guangxi,Yes,8,NA,No,NA,finance,No
Fly,1980-1989,Male,Yunnan,Hubei,No,8,5-10 years imprisonment,No,NA,social service,No
Fly,1950-1959,Male,Guizhou,Guizhou,Yes,8,NA,NA,NA,finance,No
Fly,1960-1969,Male,Qinghai,Hubei,No,5,NA,No,NA,energy,No
Fly,1950-1969,Male,Guizhou,Tianjin,No,7,NA,NA,NA,finance,No
Fly,1950-1969,Male,Shaanxi,Jiangxi,No,7,NA,NA,NA,mining,No
Fly,1970-1979,Male,Shanxi,Shanxi,Yes,6,NA,NA,NA,mining,No
Fly,1960-1969,Male,Jiangxi,Jiangxi,Yes,6,NA,NA,NA,social service,No
Fly,1960-1969,Female,Chongqing,Tibet,No,5,NA,NA,NA,energy,No
Tiger,1950-1959,Male,Liaoning,Chongqing,No,5,Life imprisonment,Yes,"10,000,000-50,000,000",social service,Yes
Fly,1960-1969,Male,Hubei,Hubei,Yes,8,NA,NA,NA,social service,No
Fly,1950-1959,Male,Chongqing,Fujian,No,6,NA,No,NA,social service,No
Fly,1970-1979,Male,Chongqing,Guangdong,No,9,NA,No,NA,infrastructure,No
Fly,1950-1969,Male,Gansu,Hebei,No,5,NA,No,NA,mining,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,NA,NA,social service,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,9,NA,NA,NA,social service,No
Fly,1960-1969,Male,Anhui,Xinjiang,No,9,NA,NA,NA,social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,7,NA,NA,NA,mining,No
Fly,1980-1989,Male,Zhejiang,Chongqing,No,5,5-10 years imprisonment,NA,NA,social service,No
Fly,1960-1969,Male,Yunnan,Yunnan,Yes,5,NA,NA,NA,finance,No
Fly,1960-1969,Male,Henan,Henan,Yes,6,NA,No,NA,mining,No
Fly,1950-1959,Male,Henan,Henan,Yes,5,10-15 years imprisonment,Yes,"10,000,000-50,000,000",social service,No
Fly,1970-1979,Male,Hubei,Fujian,No,7,5-10 years imprisonment,NA,NA,social service,No
Fly,1960-1969,Male,Ningxia,Heilongjiang,No,10,NA,NA,NA,social service,No
Fly,1950-1959,Male,Guizhou,Guizhou,Yes,8,NA,NA,NA,social service,No
Fly,1960-1969,Male,Anhui,Anhui,Yes,7,NA,NA,NA,CEHS,No
Fly,1970-1979,Male,Zhejiang,Guizhou,No,7,NA,No,NA,social service,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,9,5-10 years imprisonment,No,NA,mining,Yes
